sr_id,customer_id,product_id,sr_description,sr_open_date,sr_close_date,sr_type,channel,sr_cust_feedback,Feedback type,"Feedback Severity (Low, Medium, High)"
853,387,1006,National Home Loan home loan Enquiry,9/10/2016 0:00,9/10/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
881,723,4695,SavingsMax Account savings account Enquiry,9/9/2016 0:00,9/10/2016 0:00,Enquiry,Phone Banking,satisfactory service. Service can be improved,,
59,788,3674,Critical Illness Platinum health insurance Complaint,9/9/2016 0:00,9/10/2016 0:00,Complaint,Phone Banking,Case can be closed. Service can be a notch higher,,
55,825,1562,Private Car Insurance motor insurance Enquiry,9/8/2016 0:00,9/9/2016 0:00,Enquiry,Net Banking,Average service. Need quicker resolution to my problem,,
1047,167,2827,SavingsMax Account savings account Enquiry,9/6/2016 0:00,9/6/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
438,167,2827,SavingsMax Account savings account Product Support,9/6/2016 0:00,9/6/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
430,543,795,SavingsMax Account current account Complaint,9/6/2016 0:00,9/6/2016 0:00,Complaint,Net Banking,Fantastic. my service charges waived for an entire year,,
1905,877,3710,Life Easy Health life insurance Enquiry,9/5/2016 0:00,9/6/2016 0:00,Enquiry,Branch,Should have competitive interest rates compared to other bank,,
1012,877,3710,Life Easy Health life insurance Product Support,9/5/2016 0:00,9/6/2016 0:00,Product Support,Net Banking,Should have competitive interest rates compared to other bank,,
2380,234,842,Life Easy Health life insurance Complaint,9/5/2016 0:00,9/5/2016 0:00,Complaint,Net Banking,Issue resolved,,
2376,234,842,Life Easy Health life insurance Enquiry,9/5/2016 0:00,9/5/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
398,234,842,Life Easy Health life insurance Product Support,9/5/2016 0:00,9/5/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
2726,234,2970,Foreign Education Loan educational loan Complaint,9/5/2016 0:00,9/5/2016 0:00,Complaint,Phone Banking,Issue resolved,,
2323,234,2970,Foreign Education Loan educational loan Product Support,9/5/2016 0:00,9/5/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1739,234,4129,Ergo Home Insurance home insurance Product Support,9/5/2016 0:00,9/5/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1664,521,409,New Car Loan car loan Product Support,9/4/2016 0:00,9/4/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
997,521,1396,New Car Loan car loan Enquiry,9/4/2016 0:00,9/4/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
229,169,749,Critical Illness Platinum health insurance Product Support,9/4/2016 0:00,9/4/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1984,169,4516,National Home Loan home loan Complaint,9/4/2016 0:00,9/4/2016 0:00,Complaint,Net Banking,quick turnaround in addressing the complaint. Happy with the customer service,,
1346,553,4329,Life Easy Health life insurance Product Support,9/3/2016 0:00,9/3/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1059,553,4329,Life Easy Health life insurance Complaint,9/3/2016 0:00,9/3/2016 0:00,Complaint,Branch,committed to serving the customers,,
2235,62,148,SavingsMax Account savings account Product Support,9/2/2016 0:00,9/2/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
269,207,2662,SavingsMax Account current account Complaint,9/2/2016 0:00,9/2/2016 0:00,Complaint,Phone Banking,quick turnaround in addressing the complaint. Happy with the customer service,,
2665,97,2244,Foreign Education Loan educational loan Product Support,9/1/2016 0:00,9/1/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1761,97,2545,Ergo Home Insurance home insurance Enquiry,9/1/2016 0:00,9/1/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
69,97,2545,Ergo Home Insurance home insurance Complaint,9/1/2016 0:00,9/1/2016 0:00,Complaint,Branch,Good customer experience. Reduced the interest rate to my expectation,,
2601,564,1524,National Home Loan home loan Product Support,9/1/2016 0:00,9/1/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
4,899,1273,Private Car Insurance motor insurance Complaint,8/31/2016 0:00,9/1/2016 0:00,Complaint,Net Banking,Should have competitive interest rates compared to other bank,,
879,866,4472,Critical Illness Platinum health insurance Complaint,8/29/2016 0:00,8/30/2016 0:00,Complaint,Branch,Should have competitive interest rates compared to other bank,,
2065,866,265,Ergo Home Insurance home insurance Enquiry,8/29/2016 0:00,8/30/2016 0:00,Enquiry,Net Banking,Should have competitive interest rates compared to other bank,,
1393,281,2172,New Car Loan car loan Enquiry,8/29/2016 0:00,8/29/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
402,281,2172,New Car Loan car loan Product Support,8/29/2016 0:00,8/29/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
1781,613,4912,Foreign Education Loan educational loan Product Support,8/29/2016 0:00,8/29/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1540,613,4912,Foreign Education Loan educational loan Complaint,8/29/2016 0:00,8/29/2016 0:00,Complaint,Net Banking,committed to serving the customers,,
2506,857,1921,New Car Loan car loan Complaint,8/29/2016 0:00,8/30/2016 0:00,Complaint,Net Banking,Should have competitive interest rates compared to other bank,,
680,122,2413,Foreign Education Loan educational loan Complaint,8/28/2016 0:00,8/28/2016 0:00,Complaint,Phone Banking,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
1836,694,2587,Ergo Home Insurance home insurance Complaint,8/28/2016 0:00,8/28/2016 0:00,Complaint,Branch,Happy with the service,,
2429,193,976,Life Easy Health life insurance Complaint,8/27/2016 0:00,8/27/2016 0:00,Complaint,Phone Banking,quick turnaround in addressing the complaint. Happy with the customer service,,
2236,754,3581,Critical Illness Platinum health insurance Complaint,8/26/2016 0:00,8/27/2016 0:00,Complaint,Net Banking,Case can be closed. Service can be a notch higher,,
1632,165,4371,SavingsMax Account savings account Enquiry,8/26/2016 0:00,8/26/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
641,165,1899,Ergo Home Insurance home insurance Complaint,8/26/2016 0:00,8/26/2016 0:00,Complaint,Phone Banking,quick turnaround in addressing the complaint. Happy with the customer service,,
2331,944,4594,SavingsMax Account savings account Product Support,8/25/2016 0:00,8/27/2016 0:00,Product Support,Branch,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
2237,353,3884,Super Saver Facility fixed deposit Product Support,8/30/2016 0:00,8/30/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1203,353,3884,Super Saver Facility fixed deposit Enquiry,8/9/2016 0:00,8/9/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
1864,672,1816,Emergency Personal Loan Personal Loan Enquiry,8/24/2016 0:00,8/24/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
1587,672,906,Private Car Insurance motor insurance Complaint,8/24/2016 0:00,8/24/2016 0:00,Complaint,Branch,Happy with the service,,
1839,672,4423,National Home Loan home loan Product Support,8/24/2016 0:00,8/24/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2193,672,3972,SavingsMax Account savings account Complaint,8/24/2016 0:00,8/24/2016 0:00,Complaint,Branch,Happy with the service,,
1145,184,477,Critical Illness Platinum health insurance Enquiry,8/23/2016 0:00,8/23/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
2187,184,329,Life Easy Health life insurance Product Support,8/23/2016 0:00,8/23/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2596,184,1801,Life Easy Health life insurance Complaint,8/23/2016 0:00,8/23/2016 0:00,Complaint,Net Banking,quick turnaround in addressing the complaint. Happy with the customer service,,
1645,184,2728,Foreign Education Loan educational loan Product Support,8/23/2016 0:00,8/23/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
769,123,1510,Emergency Personal Loan Personal Loan Product Support,8/23/2016 0:00,8/23/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
645,123,896,SavingsMax Account savings account Enquiry,8/23/2016 0:00,8/23/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
2716,123,1020,Home Gaurd Insurance home insurance Product Support,8/23/2016 0:00,8/23/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1917,123,1020,Home Gaurd Insurance home insurance Complaint,8/23/2016 0:00,8/23/2016 0:00,Complaint,Branch,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
31,123,1020,Home Gaurd Insurance home insurance Complaint,8/23/2016 0:00,8/23/2016 0:00,Complaint,Net Banking,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
441,122,516,National Home Loan home loan Product Support,8/22/2016 0:00,8/22/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
1019,661,4628,Foreign Education Loan educational loan Enquiry,8/22/2016 0:00,8/22/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
1041,593,4909,SavingsMax Account savings account Complaint,8/21/2016 0:00,8/21/2016 0:00,Complaint,Branch,committed to serving the customers,,
2971,593,4236,SavingsMax Account current account Product Support,8/21/2016 0:00,8/21/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1180,593,490,National Home Loan home loan Complaint,8/21/2016 0:00,8/21/2016 0:00,Complaint,Net Banking,committed to serving the customers,,
1925,357,3798,Regular Fixed Deposit fixed deposit Product Support,2/15/2017 0:00,2/15/2017 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
2907,822,1773,New Car Loan car loan Enquiry,8/21/2016 0:00,8/22/2016 0:00,Enquiry,Branch,Average service. Need quicker resolution to my problem,,
1924,937,2222,Critical Illness Platinum health insurance Product Support,8/20/2016 0:00,8/22/2016 0:00,Product Support,Net Banking,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
2685,181,2574,Emergency Personal Loan Personal Loan Enquiry,8/19/2016 0:00,8/19/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
1090,48,3573,Foreign Education Loan educational loan Complaint,8/17/2016 0:00,8/17/2016 0:00,Complaint,Net Banking,the complaint was addressed in timely manner to my satisfaction,,
2901,48,948,SavingsMax Account savings account Complaint,8/17/2016 0:00,8/17/2016 0:00,Complaint,Branch,the complaint was addressed in timely manner to my satisfaction,,
2551,48,948,SavingsMax Account savings account Product Support,8/17/2016 0:00,8/17/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2367,956,2442,Emergency Personal Loan Personal Loan Product Support,8/16/2016 0:00,8/18/2016 0:00,Product Support,Branch,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
1863,632,1681,National Home Loan home loan Product Support,8/15/2016 0:00,8/15/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2997,629,4312,National Home Loan home loan Product Support,8/15/2016 0:00,8/15/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2918,632,396,New Car Loan car loan Complaint,8/15/2016 0:00,8/15/2016 0:00,Complaint,Phone Banking,Happy with the service,,
1866,936,1631,Critical Illness Platinum health insurance Complaint,8/15/2016 0:00,8/17/2016 0:00,Complaint,Branch,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
2328,808,1233,SavingsMax Account current account Enquiry,8/14/2016 0:00,8/15/2016 0:00,Enquiry,Branch,Average service. Need quicker resolution to my problem,,
540,808,3459,National Home Loan home loan Product Support,8/14/2016 0:00,8/15/2016 0:00,Product Support,Branch,Average service. Need quicker resolution to my problem,,
508,808,2814,SavingsMax Account savings account Complaint,8/14/2016 0:00,8/15/2016 0:00,Complaint,Net Banking,Average service. Need quicker resolution to my problem,,
1211,366,3384,Super Saver Facility fixed deposit Enquiry,5/2/2016 0:00,5/2/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
2038,300,908,Emergency Personal Loan Personal Loan Product Support,8/14/2016 0:00,8/14/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
996,300,908,Emergency Personal Loan Personal Loan Complaint,8/14/2016 0:00,8/14/2016 0:00,Complaint,Branch,Issue resolved,,
1951,98,4269,New Car Loan car loan Enquiry,8/13/2016 0:00,8/13/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
1930,98,3074,Foreign Education Loan educational loan Product Support,8/13/2016 0:00,8/13/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
520,98,2523,Emergency Personal Loan Personal Loan Product Support,8/13/2016 0:00,8/13/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2124,98,2589,Foreign Education Loan educational loan Complaint,8/13/2016 0:00,8/13/2016 0:00,Complaint,Branch,Good customer experience. Reduced the interest rate to my expectation,,
614,300,4090,Life Easy Health life insurance Complaint,8/13/2016 0:00,8/13/2016 0:00,Complaint,Phone Banking,Issue resolved,,
2430,562,203,National Home Loan home loan Enquiry,8/12/2016 0:00,8/12/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
878,466,3067,Life Easy Health life insurance Enquiry,8/12/2016 0:00,8/12/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
2728,837,3627,Private Car Insurance motor insurance Product Support,8/12/2016 0:00,8/13/2016 0:00,Product Support,Net Banking,Average service. Need quicker resolution to my problem,,
2564,22,4636,Emergency Personal Loan Personal Loan Product Support,8/12/2016 0:00,8/12/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
201,612,1683,Private Car Insurance motor insurance Enquiry,8/11/2016 0:00,8/11/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
1934,851,3503,Home Gaurd Insurance home insurance Complaint,8/11/2016 0:00,8/12/2016 0:00,Complaint,Phone Banking,Should have competitive interest rates compared to other bank,,
